location,total_sqft,bath,balcony,BHK,price
kaggadasapura,1180.0,1.0,0.0,2.0,50.0
electronic city phase ii,1252.0,2.0,1.0,3.0,65.0
kundalahalli,7000.0,4.0,3.0,4.0,550.0
other,825.0,2.0,1.0,2.0,33.0
sarjapur  road,1181.0,2.0,1.0,3.0,65.0
whitefield,3537.0,5.0,3.0,4.0,210.0
other,2274.24,4.0,1.0,3.0,160.0
whitefield,1457.0,2.0,2.0,3.0,105.0
tc palaya,900.0,2.0,0.0,2.0,55.0
thanisandra,933.0,2.0,1.0,2.0,66.0
raja rajeshwari nagar,1530.0,3.0,3.0,3.0,64.86
channasandra,4278.0,7.0,1.0,7.0,299.0
other,2400.0,2.0,3.0,3.0,50.0
hennur road,1586.0,3.0,3.0,3.0,93.94
kodichikkanahalli,907.0,2.0,2.0,2.0,38.5
thigalarapalya,1207.0,2.0,2.0,2.0,62.0
haralur road,1027.0,2.0,1.0,2.0,44.0
magadi road,5000.0,6.0,1.0,5.0,360.0
other,2700.0,3.0,2.0,4.0,230.0
bommasandra,1060.0,2.0,1.0,2.0,26.5
ombr layout,1165.0,2.0,2.0,2.0,88.5
other,1680.0,3.0,2.0,3.0,85.0
other,999.0,2.0,3.0,2.0,45.0
rachenahalli,412.5,1.0,0.0,1.0,19.8
uttarahalli,1345.0,2.0,1.0,3.0,57.0
8th phase jp nagar,1100.0,2.0,3.0,2.0,35.0
other,1415.0,2.0,2.0,2.0,120.0
raja rajeshwari nagar,1420.0,2.0,2.0,3.0,60.0
hennur road,1165.0,2.0,1.0,2.0,52.0
thigalarapalya,2072.0,4.0,2.0,3.0,151.0
dasarahalli,1300.0,2.0,2.0,2.0,50.0
other,1864.0,3.0,3.0,3.0,115.0
yelahanka,1653.0,3.0,2.0,3.0,120.0
hormavu,1725.0,3.0,2.0,3.0,85.0
hennur road,1297.0,2.0,1.0,2.0,49.9
electronic city phase ii,1125.0,2.0,1.0,2.0,32.49
balagere,656.0,1.0,1.0,1.0,53.0
other,720.0,1.0,0.0,1.0,32.39
hoodi,1257.0,2.0,1.0,2.0,69.0
choodasandra,1115.0,2.0,1.0,2.0,50.0
thigalarapalya,1000.0,2.0,2.0,2.0,48.53
harlur,936.0,2.0,1.0,2.0,45.0
kogilu,952.0,2.0,2.0,2.0,49.0
vidyaranyapura,1200.0,2.0,2.0,2.0,55.0
panathur,1075.0,2.0,2.0,2.0,60.0
hennur,1935.0,3.0,2.0,3.0,102.0
other,967.0,2.0,2.0,2.0,41.1
garudachar palya,1150.0,2.0,2.0,2.0,52.0
7th phase jp nagar,1040.0,2.0,1.0,2.0,75.0
hennur,1255.0,2.0,1.0,2.0,57.5
kaggadasapura,1180.0,2.0,2.0,2.0,65.0
other,850.0,1.0,0.0,1.0,50.0
other,1442.0,3.0,2.0,3.0,56.24
bisuvanahalli,1075.0,2.0,1.0,3.0,50.0
hormavu,1075.0,2.0,1.0,2.0,53.7
sarjapur  road,1230.0,2.0,3.0,2.0,94.5
6th phase jp nagar,2003.0,3.0,3.0,3.0,200.0
whitefield,1356.0,2.0,1.0,2.0,94.84
koramangala,1900.0,2.0,1.0,2.0,200.0
hebbal,1349.0,2.0,1.0,2.0,98.2
other,1200.0,2.0,1.0,3.0,68.0
ambedkar nagar,1950.0,4.0,2.0,3.0,120.0
anekal,888.0,2.0,1.0,2.0,34.0
other,800.0,1.0,0.0,1.0,72.0
other,1205.0,2.0,2.0,2.0,42.18
whitefield,1459.0,2.0,1.0,2.0,94.82
uttarahalli,1150.0,2.0,1.0,2.0,45.99
other,705.0,1.0,1.0,1.0,65.0
cv raman nagar,1040.0,2.0,1.0,2.0,50.0
marathahalli,881.0,2.0,1.0,2.0,48.06
subramanyapura,1313.0,2.0,2.0,2.0,73.0
hegde nagar,3750.0,6.0,2.0,4.0,375.0
whitefield,2210.0,3.0,2.0,3.0,156.0
kengeri,1200.0,3.0,1.0,3.0,67.0
kengeri satellite town,800.0,2.0,1.0,2.0,40.0
other,1600.0,3.0,2.0,3.0,100.0
hennur,2502.0,4.0,2.0,4.0,170.0
marathahalli,1583.0,3.0,3.0,3.0,109.0
other,1200.0,2.0,2.0,2.0,50.0
pai layout,1075.0,2.0,2.0,2.0,35.0
vittasandra,1246.0,2.0,1.0,2.0,65.4
other,1282.0,2.0,2.0,2.0,87.0
cv raman nagar,1000.0,2.0,1.0,2.0,38.5
whitefield,1405.0,2.0,2.0,2.0,84.5
channasandra,1115.0,2.0,1.0,2.0,40.0
7th phase jp nagar,850.0,2.0,2.0,2.0,42.0
kengeri,900.0,2.0,2.0,2.0,45.0
akshaya nagar,1420.0,2.0,2.0,3.0,75.0
other,813.0,1.0,1.0,1.0,39.0
other,3500.0,4.0,0.0,4.0,150.0
other,1040.0,2.0,2.0,2.0,36.4
other,1280.0,2.0,1.0,2.0,69.0
ambedkar nagar,1424.0,2.0,2.0,2.0,90.0
ambedkar nagar,1367.0,2.0,2.0,2.0,86.0
other,970.0,2.0,2.0,2.0,35.0
bharathi nagar,1120.0,2.0,2.0,2.0,39.29
malleshwaram,1100.0,2.0,2.0,2.0,75.0
other,1200.0,2.0,1.0,2.0,68.0
whitefield,1280.0,2.0,0.0,2.0,85.0
akshaya nagar,1265.0,2.0,3.0,2.0,67.0
yelahanka new town,650.0,1.0,1.0,1.0,18.0
kr puram,1200.0,2.0,1.0,2.0,72.0
other,1560.0,3.0,2.0,3.0,85.0
kasavanhalli,1181.0,2.0,1.0,2.0,61.0
other,1116.0,2.0,1.0,2.0,49.8
jigani,918.0,2.0,2.0,2.0,63.2
ramamurthy nagar,1040.0,2.0,2.0,2.0,50.0
parappana agrahara,1194.0,2.0,2.0,2.0,46.0
other,4800.0,6.0,2.0,4.0,420.0
epip zone,1125.0,2.0,1.0,2.0,65.0
devanahalli,5000.0,4.0,3.0,4.0,465.0
other,3339.0,3.0,0.0,3.0,250.0
other,1567.0,2.0,2.0,2.0,92.0
other,1670.0,3.0,0.0,4.0,135.0
other,1200.0,2.0,1.0,2.0,60.0
old airport road,2732.0,4.0,3.0,4.0,194.0
other,1225.0,2.0,2.0,3.0,82.0
rachenahalli,1530.0,2.0,2.0,3.0,74.4
marathahalli,1026.0,2.0,1.0,2.0,49.95
other,1140.0,2.0,1.0,2.0,78.0
thanisandra,1056.0,2.0,1.0,2.0,75.0
jalahalli,1083.0,2.0,1.0,2.0,32.49
sarjapur  road,1263.0,2.0,1.0,2.0,78.0
electronic city phase ii,2225.0,4.0,0.0,4.0,98.88
yelahanka,1800.0,4.0,2.0,4.0,180.0
hulimavu,1430.0,2.0,2.0,3.0,90.0
whitefield,2500.0,4.0,3.0,4.0,155.0
other,3675.0,4.0,3.0,4.0,367.0
vittasandra,1246.0,2.0,1.0,2.0,67.0
other,1080.0,2.0,2.0,2.0,38.0
hoskote,1200.0,3.0,2.0,3.0,57.0
other,2700.0,3.0,3.0,3.0,200.0
other,1234.0,2.0,1.0,2.0,61.0
sahakara nagar,960.0,2.0,3.0,2.0,56.0
abbigere,1130.0,2.0,1.0,2.0,46.33
whitefield,1320.0,2.0,1.0,2.0,99.26
kengeri satellite town,1072.0,2.0,1.0,2.0,25.0
thanisandra,1917.0,3.0,3.0,3.0,122.0
nagarbhavi,1635.0,3.0,3.0,3.0,85.0
electronic city,1518.0,3.0,3.0,3.0,75.0
talaghattapura,1868.0,3.0,1.0,3.0,120.0
hosur road,1179.0,2.0,1.0,2.0,49.0
bommasandra,1365.0,3.0,1.0,3.0,53.96
electronics city phase 1,1340.0,2.0,2.0,2.0,75.0
sarjapur  road,2497.0,3.0,2.0,3.0,140.0
other,1184.0,2.0,1.0,2.0,62.0
whitefield,1360.0,2.0,1.0,2.0,95.0
other,1004.0,2.0,1.0,2.0,49.0
sarjapur  road,1200.0,2.0,2.0,2.0,75.0
other,800.0,1.0,0.0,2.0,45.0
electronic city phase ii,900.0,2.0,2.0,2.0,32.5
margondanahalli,900.0,2.0,0.0,2.0,55.0
malleshpalya,1430.0,2.0,1.0,3.0,69.5
raja rajeshwari nagar,1303.0,2.0,2.0,2.0,55.78
other,3870.0,4.0,2.0,4.0,411.0
rayasandra,1016.0,2.0,1.0,2.0,58.0
tc palaya,1500.0,2.0,1.0,3.0,100.0
whitefield,2400.0,4.0,3.0,4.0,200.0
other,1160.0,2.0,1.0,2.0,55.0
marathahalli,1937.0,3.0,2.0,3.0,140.0
jigani,927.0,2.0,2.0,2.0,55.0
green glen layout,1715.0,3.0,2.0,3.0,115.0
other,1200.0,1.0,0.0,2.0,42.0
uttarahalli,1300.0,2.0,1.0,3.0,55.0
other,2000.0,3.0,3.0,3.0,185.0
kanakpura road,525.0,1.0,1.0,1.0,26.0
other,5000.0,9.0,3.0,11.0,360.0
kereguddadahalli,1080.0,2.0,2.0,2.0,32.0
sarjapur,1185.0,2.0,2.0,2.0,47.0
raja rajeshwari nagar,1250.0,2.0,2.0,2.0,68.0
domlur,780.0,1.0,1.0,1.0,70.0
other,1100.0,2.0,0.0,2.0,48.0
other,1100.0,2.0,2.0,2.0,50.0
uttarahalli,1345.0,2.0,1.0,3.0,57.0
5th phase jp nagar,1080.0,2.0,1.0,2.0,53.0
other,1350.0,2.0,2.0,3.0,47.0
uttarahalli,1165.0,1.0,0.0,2.0,42.09
yelahanka,694.0,1.0,0.0,1.0,30.84
raja rajeshwari nagar,1128.0,2.0,1.0,2.0,48.79
other,1150.0,2.0,1.0,2.0,42.0
other,1100.0,3.0,2.0,3.0,53.0
bisuvanahalli,1180.0,3.0,2.0,3.0,48.0
hoodi,1850.0,3.0,2.0,3.0,146.0
kasavanhalli,1230.0,2.0,2.0,2.0,66.25
vijayanagar,1933.0,3.0,1.0,3.0,129.0
sarjapur  road,1026.0,2.0,2.0,2.0,60.8
other,2400.0,4.0,0.0,5.0,97.0
kasavanhalli,1717.0,3.0,3.0,3.0,99.0
sarjapur  road,2383.0,5.0,1.0,4.0,215.0
channasandra,1115.0,2.0,1.0,2.0,33.45
yelahanka,1200.0,2.0,2.0,2.0,60.0
bannerghatta road,1893.0,3.0,2.0,3.0,100.0
other,1190.0,2.0,2.0,2.0,41.0
other,1420.0,3.0,3.0,3.0,70.0
bellandur,1281.0,2.0,1.0,2.0,74.0
other,1685.0,3.0,2.0,3.0,95.0
kr puram,1100.0,2.0,1.0,2.0,39.9
sahakara nagar,1048.0,2.0,3.0,2.0,50.0
whitefield,3150.0,3.0,1.0,3.0,290.0
other,1169.0,2.0,1.0,2.0,50.11
chikkalasandra,1100.0,2.0,2.0,2.0,50.0
other,1533.0,3.0,2.0,3.0,85.0
electronic city,1575.0,3.0,2.0,3.0,90.0
koramangala,1580.0,3.0,2.0,3.0,160.0
sanjay nagar,1900.0,2.0,2.0,3.0,180.0
hormavu,715.0,1.0,2.0,1.0,46.0
hegde nagar,1168.0,2.0,1.0,3.0,68.0
old madras road,2010.0,3.0,2.0,4.0,125.0
other,1262.0,2.0,2.0,2.0,63.0
whitefield,3596.0,3.0,1.0,3.0,200.0
other,1200.0,3.0,1.0,3.0,70.0
doddathoguru,1549.0,3.0,2.0,3.0,65.0
vittasandra,1246.0,2.0,1.0,2.0,65.0
other,1100.0,2.0,3.0,2.0,61.0
panathur,1586.0,3.0,1.0,3.0,125.0
hormavu,1200.0,3.0,0.0,2.0,70.0
billekahalli,1035.0,2.0,2.0,2.0,90.0
hennur road,1232.0,2.0,1.0,2.0,69.61
other,1300.0,3.0,2.0,3.0,47.0
marathahalli,1144.0,2.0,2.0,2.0,65.0
ambedkar nagar,1409.0,2.0,2.0,2.0,95.0
other,1100.0,2.0,2.0,2.0,55.0
whitefield,2901.0,4.0,2.0,3.0,190.0
basavangudi,1485.0,3.0,1.0,3.0,140.0
other,812.0,1.0,1.0,1.0,26.0
hosur road,1590.0,2.0,2.0,3.0,126.0
sarjapura - attibele road,1676.0,3.0,3.0,3.0,52.0
gm palaya,1643.0,2.0,2.0,3.0,70.0
chikkalasandra,1070.0,2.0,1.0,2.0,42.8
other,1001.0,2.0,2.0,2.0,33.03
yelahanka,1234.0,2.0,2.0,2.0,80.0
frazer town,1870.0,3.0,3.0,3.0,185.0
haralur road,1056.0,2.0,1.0,2.0,60.0
kasavanhalli,4408.0,4.0,2.0,4.0,344.0
other,1140.0,2.0,3.0,2.0,60.0
bellandur,1410.0,3.0,2.0,2.0,92.0
other,1210.0,2.0,1.0,2.0,60.0
attibele,418.0,1.0,1.0,1.0,12.0
7th phase jp nagar,2225.0,3.0,1.0,3.0,160.0
raja rajeshwari nagar,1165.0,2.0,1.0,2.0,45.0
hosa road,615.0,1.0,1.0,1.0,43.08
brookefield,1130.0,2.0,2.0,2.0,56.0
pai layout,1100.0,2.0,2.0,2.0,50.0
kengeri,400.0,1.0,1.0,1.0,25.0
hosa road,880.0,2.0,0.0,2.0,50.0
jakkur,1202.0,2.0,1.0,2.0,79.0
kathriguppe,1250.0,2.0,2.0,3.0,68.75
other,1410.0,2.0,2.0,2.0,73.0
kammasandra,985.0,2.0,1.0,2.0,40.5
other,1092.0,2.0,1.0,3.0,98.5
hormavu,1143.0,2.0,1.0,2.0,53.0
yelahanka,1102.0,2.0,0.0,2.0,52.0
horamavu agara,1079.0,2.0,2.0,2.0,41.0
hegde nagar,1000.0,2.0,0.0,2.0,66.0
other,500.0,1.0,1.0,1.0,20.0
other,996.0,2.0,2.0,2.0,49.0
thanisandra,1732.0,3.0,3.0,3.0,85.73
thigalarapalya,1830.0,4.0,2.0,3.0,150.0
other,1275.0,3.0,1.0,3.0,59.0
kudlu,1027.0,2.0,2.0,2.0,42.0
sarjapur,2100.0,3.0,1.0,4.0,125.0
bellandur,1050.0,2.0,2.0,2.0,72.0
battarahalli,1779.0,3.0,2.0,3.0,90.0
uttarahalli,1286.0,2.0,2.0,2.0,63.0
other,1225.0,3.0,3.0,3.0,60.0
9th phase jp nagar,1005.0,2.0,1.0,2.0,50.0
other,2400.0,4.0,1.0,6.0,170.0
hebbal,2526.0,2.0,2.0,3.0,250.0
kanakpura road,700.0,2.0,1.0,2.0,40.0
lakshminarayana pura,1200.0,2.0,1.0,2.0,75.0
other,1154.0,2.0,1.0,2.0,57.0
ambalipura,860.0,2.0,1.0,2.0,28.93
channasandra,1160.0,2.0,1.0,2.0,55.0
other,2200.0,2.0,1.0,3.0,190.0
chandapura,1200.0,2.0,2.0,2.0,32.0
other,1080.0,2.0,1.0,2.0,67.0
other,1465.0,2.0,3.0,3.0,74.72
electronic city,750.0,1.0,1.0,1.0,35.0
green glen layout,1670.0,3.0,2.0,3.0,120.0
kasavanhalli,1100.0,2.0,1.0,2.0,65.0
yelahanka,1330.0,2.0,1.0,2.0,93.65
9th phase jp nagar,1480.0,2.0,1.0,2.0,80.0
cv raman nagar,1392.0,2.0,1.0,2.0,98.0
other,965.0,2.0,2.0,2.0,48.0
hebbal,1053.0,2.0,1.0,2.0,48.0
sarjapur,1195.0,2.0,1.0,2.0,42.0
other,800.0,2.0,1.0,2.0,32.0
other,620.0,2.0,0.0,1.0,48.0
panathur,1195.0,2.0,1.0,2.0,84.0
other,1398.0,3.0,0.0,3.0,51.0
raja rajeshwari nagar,1030.0,2.0,1.0,2.0,50.0
whitefield,4400.0,5.0,2.0,4.0,500.0
hoodi,1837.0,3.0,3.0,3.0,142.0
kr puram,1085.0,2.0,1.0,2.0,46.5
banashankari,1040.0,2.0,3.0,2.0,45.0
malleshpalya,1245.0,2.0,1.0,2.0,55.0
kr puram,700.0,1.0,1.0,1.0,21.5
other,1418.0,2.0,1.0,2.0,62.0
kammasandra,810.0,2.0,2.0,2.0,24.5
uttarahalli,1025.0,2.0,1.0,2.0,35.88
other,1580.0,3.0,3.0,3.0,100.0
sarjapur  road,1222.0,2.0,1.0,3.0,68.0
old madras road,935.0,2.0,1.0,2.0,45.0
mahadevpura,1058.0,2.0,2.0,2.0,85.0
other,965.0,2.0,1.0,2.0,45.0
other,1450.0,3.0,2.0,3.0,90.0
kothanur,1435.0,3.0,3.0,3.0,70.0
other,1286.0,3.0,1.0,3.0,67.0
jigani,918.0,2.0,2.0,2.0,56.0
kogilu,1190.0,2.0,2.0,2.0,50.66
7th phase jp nagar,1976.0,3.0,1.0,3.0,145.0
other,1215.0,2.0,2.0,2.0,49.85
vidyaranyapura,1000.0,2.0,1.0,2.0,35.0
kanakpura road,381.0,1.0,1.0,1.0,28.0
other,1435.0,2.0,1.0,3.0,60.0
dodda nekkundi,1829.0,3.0,2.0,3.0,125.0
tumkur road,708.0,2.0,1.0,2.0,32.0
other,982.0,2.0,1.0,2.0,25.0
koramangala,1600.0,3.0,1.0,3.0,170.0
kaggadasapura,1100.0,2.0,3.0,2.0,58.0
other,1190.0,2.0,2.0,2.0,59.9
kudlu,1076.0,2.0,1.0,2.0,50.0
anandapura,1141.0,2.0,1.0,2.0,50.0
sector 7 hsr layout,1163.0,2.0,1.0,2.0,98.86
other,2250.0,3.0,0.0,3.0,180.0
kengeri satellite town,4100.0,3.0,0.0,4.0,300.0
hrbr layout,2800.0,3.0,2.0,3.0,250.0
other,1450.0,2.0,2.0,3.0,70.0
akshaya nagar,1897.0,3.0,2.0,3.0,120.0
other,2167.0,3.0,3.0,3.0,170.0
hebbal,1420.0,2.0,1.0,2.0,99.39
thanisandra,1732.0,3.0,1.0,3.0,112.0
other,1925.0,3.0,2.0,3.0,120.0
other,700.0,1.0,0.0,1.0,59.0
old airport road,1858.0,2.0,1.0,3.0,167.0
hebbal,1345.0,2.0,1.0,2.0,97.0
brookefield,1200.0,2.0,2.0,2.0,75.0
hennur,1255.0,2.0,1.0,2.0,58.0
hebbal,1138.0,2.0,1.0,2.0,110.0
hoodi,1181.0,2.0,2.0,2.0,55.0
gunjur,1457.0,2.0,3.0,2.0,60.0
bellandur,1250.0,2.0,1.0,2.0,76.0
kannamangala,957.0,2.0,0.0,2.0,52.5
hebbal,1255.0,2.0,1.0,3.0,95.0
rayasandra,1458.0,3.0,2.0,3.0,60.0
other,1525.0,3.0,2.0,3.0,68.63
kudlu,1300.0,2.0,2.0,2.0,56.0
kothanur,1790.0,3.0,2.0,3.0,105.0
uttarahalli,1260.0,2.0,2.0,2.0,55.0
other,1080.0,2.0,2.0,2.0,39.0
jalahalli,615.0,1.0,1.0,1.0,46.0
7th phase jp nagar,980.0,2.0,1.0,2.0,86.0
ngr layout,1105.0,2.0,1.0,2.0,52.48
horamavu banaswadi,1200.0,2.0,1.0,2.0,45.0
thigalarapalya,1400.0,2.0,2.0,2.0,105.0
banashankari stage iii,1305.0,2.0,1.0,3.0,58.7
mysore road,1003.0,2.0,1.0,2.0,43.0
banashankari stage v,1510.0,3.0,3.0,3.0,47.57
other,1160.0,2.0,1.0,2.0,41.75
kr puram,1020.0,2.0,2.0,2.0,39.0
gottigere,812.0,1.0,1.0,1.0,26.0
other,1495.0,2.0,1.0,3.0,63.0
whitefield,1495.0,3.0,3.0,2.0,88.0
hennur road,1450.0,3.0,1.0,3.0,88.6
nagarbhavi,1400.0,2.0,1.0,3.0,85.0
whitefield,3252.0,4.0,1.0,4.0,230.0
talaghattapura,2254.0,3.0,2.0,3.0,170.0
hennur road,1155.0,2.0,1.0,2.0,69.18
sarjapur  road,1680.0,3.0,1.0,3.0,112.0
bellandur,924.0,2.0,2.0,2.0,35.11
other,1200.0,2.0,0.0,2.0,79.0
hulimavu,1000.0,2.0,1.0,2.0,45.0
sanjay nagar,1150.0,2.0,0.0,2.0,70.0
other,2100.0,3.0,3.0,3.0,220.0
bisuvanahalli,1075.0,2.0,1.0,3.0,45.0
gunjur,1071.0,2.0,1.0,2.0,51.0
vittasandra,1246.0,2.0,1.0,2.0,64.5
other,1170.0,2.0,3.0,2.0,50.0
other,1600.0,4.0,1.0,4.0,80.0
budigere,1636.0,3.0,2.0,3.0,92.0
banashankari,1020.0,2.0,1.0,2.0,42.83
gm palaya,675.0,1.0,1.0,1.0,35.0
btm layout,1150.0,2.0,2.0,2.0,63.0
thanisandra,580.0,1.0,1.0,1.0,27.5
raja rajeshwari nagar,550.0,1.0,0.0,1.0,21.0
other,1400.0,2.0,2.0,2.0,60.0
horamavu agara,1650.0,2.0,1.0,3.0,75.0
other,1095.0,2.0,0.0,2.0,40.0
channasandra,4200.0,6.0,0.0,6.0,180.0
bannerghatta road,1122.5,2.0,0.0,2.0,61.74
sarjapur  road,1550.0,2.0,1.0,3.0,89.0
electronic city phase ii,1205.0,2.0,1.0,2.0,75.0
vijayanagar,606.0,1.0,1.0,1.0,40.0
other,1030.0,2.0,2.0,2.0,80.0
banashankari stage iii,1350.0,2.0,2.0,3.0,68.0
kanakpura road,1296.0,2.0,3.0,2.0,89.06
other,1600.0,3.0,0.0,3.0,80.0
electronics city phase 1,1015.0,2.0,1.0,2.0,56.0
parappana agrahara,1194.0,2.0,2.0,2.0,46.0
other,850.0,2.0,0.0,2.0,35.0
old madras road,1225.0,2.0,1.0,2.0,53.55
hennur,1255.0,2.0,2.0,2.0,55.5
other,1640.0,3.0,2.0,3.0,70.0
haralur road,1243.0,2.0,2.0,2.0,46.0
other,1200.0,3.0,1.0,3.0,74.0
other,1130.0,3.0,1.0,3.0,38.0
yelahanka new town,1100.0,2.0,1.0,2.0,58.0
subramanyapura,1000.0,2.0,1.0,2.0,45.0
thigalarapalya,1418.0,2.0,2.0,2.0,106.0
nagavara,2200.0,2.0,1.0,2.0,55.0
jp nagar,1250.0,2.0,2.0,2.0,93.0
raja rajeshwari nagar,1157.0,2.0,1.0,2.0,53.8
other,1565.0,3.0,2.0,3.0,98.91
other,1800.0,3.0,1.0,3.0,130.0
gubbalala,1435.0,2.0,2.0,3.0,80.0
haralur road,1194.0,2.0,2.0,2.0,46.0
hebbal,1420.0,2.0,1.0,2.0,123.0
hrbr layout,1210.0,2.0,1.0,2.0,75.0
ramamurthy nagar,1200.0,2.0,1.0,2.0,78.0
other,823.0,2.0,1.0,2.0,80.0
sarjapur,1175.0,2.0,1.0,2.0,41.68
other,1080.0,2.0,1.0,2.0,55.0
other,1630.0,3.0,2.0,3.0,131.0
other,1132.0,2.0,1.0,2.0,67.0
ramamurthy nagar,1000.0,2.0,1.0,2.0,62.0
other,700.0,2.0,1.0,2.0,35.0
kengeri,416.0,1.0,1.0,1.0,19.5
other,935.0,2.0,1.0,2.0,45.9
marathahalli,2122.0,3.0,2.0,3.0,125.0
dodda nekkundi,1005.0,2.0,2.0,2.0,45.0
doddakallasandra,1460.0,2.0,2.0,3.0,58.39
uttarahalli,1390.0,2.0,2.0,3.0,62.55
electronic city,1128.0,2.0,1.0,2.0,65.49
kanakapura,945.0,2.0,1.0,2.0,47.0
other,485.0,1.0,1.0,1.0,15.0
bisuvanahalli,1080.0,2.0,1.0,3.0,45.0
cv raman nagar,1020.0,2.0,1.0,2.0,55.0
bisuvanahalli,1075.0,2.0,1.0,3.0,45.0
other,1125.0,2.0,1.0,2.0,32.49
other,1100.0,2.0,2.0,2.0,57.0
whitefield,1639.0,3.0,2.0,3.0,107.0
other,950.0,2.0,2.0,2.0,38.0
thigalarapalya,3122.0,6.0,2.0,4.0,250.0
kalena agrahara,800.0,2.0,2.0,2.0,30.0
other,1000.0,2.0,0.0,2.0,50.0
begur road,1444.0,2.0,2.0,3.0,71.5
other,1316.0,2.0,3.0,2.0,55.5
domlur,1246.0,2.0,1.0,2.0,95.0
other,3600.0,4.0,0.0,4.0,225.0
raja rajeshwari nagar,1110.0,2.0,1.0,2.0,52.0
other,1310.0,2.0,1.0,3.0,55.0
hennur road,1020.0,2.0,3.0,2.0,47.0
hebbal,4235.0,5.0,3.0,4.0,364.0
horamavu banaswadi,1025.0,2.0,2.0,2.0,45.0
other,3179.0,5.0,3.0,4.0,351.0
other,1550.0,2.0,1.0,3.0,60.0
hosa road,1063.0,2.0,1.0,2.0,31.89
other,1800.0,2.0,0.0,3.0,72.0
yelahanka,1711.0,3.0,3.0,3.0,85.61
other,2230.0,4.0,1.0,4.0,130.0
other,1088.0,2.0,2.0,2.0,46.0
other,1200.0,2.0,3.0,2.0,135.0
tumkur road,728.5,1.0,0.0,1.0,31.315
hsr layout,1145.0,2.0,2.0,2.0,46.0
other,2400.0,5.0,1.0,5.0,150.0
other,550.0,1.0,1.0,1.0,16.0
other,1468.0,3.0,2.0,2.0,130.0
singasandra,1375.0,2.0,3.0,2.0,58.0
other,450.0,1.0,1.0,1.0,25.0
other,1260.0,2.0,2.0,2.0,45.0
vijayanagar,1352.0,2.0,2.0,2.0,68.0
whitefield,1216.0,2.0,1.0,2.0,79.0
uttarahalli,1330.0,2.0,1.0,3.0,56.0
whitefield,1216.0,2.0,1.0,2.0,84.03
other,3317.5,5.0,0.0,4.0,268.5
other,1191.0,2.0,1.0,2.0,90.0
other,1800.0,3.0,0.0,3.0,95.0
other,1200.0,2.0,2.0,2.0,50.0
abbigere,985.0,2.0,1.0,2.0,40.39
7th phase jp nagar,1050.0,2.0,1.0,2.0,42.0
sarjapur  road,1115.0,2.0,1.0,2.0,60.0
kodichikkanahalli,3250.0,4.0,1.0,4.0,180.0
marathahalli,1350.0,2.0,1.0,2.0,86.0
other,2000.0,3.0,1.0,3.0,175.0
sarjapur  road,1346.0,2.0,1.0,2.0,74.03
other,1374.0,2.0,2.0,3.0,88.0
bannerghatta road,1520.0,2.0,3.0,3.0,80.0
sarjapur  road,1819.0,3.0,2.0,3.0,100.0
electronic city phase ii,1160.0,2.0,1.0,2.0,33.5
other,1320.0,2.0,2.0,3.0,46.0
rajaji nagar,1357.0,2.0,1.0,2.0,123.0
7th phase jp nagar,1275.0,2.0,2.0,3.0,88.0
other,4000.0,8.0,1.0,7.0,150.0
hulimavu,1276.0,2.0,2.0,2.0,76.0
kasavanhalli,1715.0,3.0,3.0,3.0,112.0
uttarahalli,1150.0,2.0,2.0,2.0,70.0
banashankari,1700.0,3.0,2.0,3.0,125.0
sarjapur  road,3335.0,5.0,2.0,4.0,300.0
hrbr layout,1145.0,2.0,2.0,2.0,68.5
other,1200.0,3.0,0.0,2.0,85.0
other,1850.0,3.0,3.0,3.0,110.0
other,993.0,2.0,3.0,2.0,45.5
other,1134.0,2.0,1.0,2.0,40.0
devanahalli,1260.0,2.0,2.0,2.0,66.78
kothanur,1787.0,3.0,2.0,3.0,107.0
vijayanagar,1749.0,3.0,1.0,3.0,117.0
other,1143.0,2.0,2.0,2.0,65.0
kengeri,2540.0,4.0,0.0,4.0,160.0
kr puram,1142.0,2.0,1.0,2.0,51.0
other,1650.0,3.0,3.0,3.0,100.0
kodichikkanahalli,900.0,2.0,1.0,2.0,42.0
electronic city phase ii,1090.0,2.0,1.0,2.0,28.34
raja rajeshwari nagar,1133.0,2.0,2.0,2.0,38.41
jigani,2400.0,3.0,2.0,3.0,149.0
other,653400.0,6.0,2.0,8.0,290.0
kalena agrahara,1354.0,2.0,2.0,2.0,71.0
ambedkar nagar,1950.0,4.0,2.0,3.0,120.0
other,500.0,1.0,1.0,1.0,16.0
marathahalli,1693.0,3.0,1.0,3.0,125.0
kanakpura road,87120.0,1.0,0.0,1.0,125.0
kannamangala,957.0,2.0,1.0,2.0,56.0
varthur,1112.0,2.0,2.0,2.0,40.0
ngr layout,1021.0,2.0,2.0,2.0,45.9
other,1410.0,2.0,2.0,2.0,75.0
haralur road,1243.0,2.0,2.0,2.0,46.0
uttarahalli,1425.0,2.0,2.0,3.0,64.0
bommasandra industrial area,1090.0,2.0,2.0,2.0,31.48
kasavanhalli,1121.0,2.0,2.0,2.0,78.0
7th phase jp nagar,2200.0,3.0,2.0,3.0,190.0
electronic city phase ii,1336.0,2.0,3.0,3.0,50.35
other,1230.0,2.0,2.0,2.0,57.0
sarjapur  road,1155.0,2.0,1.0,2.0,58.0
jakkur,1932.47,3.0,2.0,3.0,183.0
jalahalli east,775.0,1.0,0.0,1.0,34.1
